"attempt","index","effect","identity","theta","parameter_se","mean_deviation","simulation_sd","convergence_t","native_t","optimal_standardized_weight","signed_contribution_to_overall","reported_standardized_newton_step","phase3_lag1_correlation"
2,11,"dv.net :: constant dv.net rate (period 11)","dv.net|rate|Rate|||0|11",0.321663290908455,0.0526042865106137,-0.068,12.3218181776556,-0.00551866607829934,-0.00551866607829934,-0.0335750926662377,0.000185289724972923,0.00750076727322925,-0.0354616467638696
2,12,"dv.net :: constant dv.net rate (period 12)","dv.net|rate|Rate|||0|12",0.445716890184887,0.0643680336857018,0.446,14.8256832855988,0.0300829305070363,0.0300829305070363,0.108601399682393,0.00326704835961231,-0.027336235579778,0.0341949257764094
2,13,"dv.net :: constant dv.net rate (period 13)","dv.net|rate|Rate|||0|13",0.353139965429882,0.0549393610429721,-0.98,13.5537191686748,-0.0723048771930411,-0.0723048771930411,-0.228168688810925,0.0164977090237712,0.0721462794512417,0.00578380382686931
2,14,"dv.net :: constant dv.net rate (period 14)","dv.net|rate|Rate|||0|14",0.322925013920281,0.0544131227554035,-0.172,12.4030743064876,-0.0138675295938551,-0.0138675295938551,-0.0339979128498655,0.000471467062574815,0.0157109740719393,-0.00107290086033555
2,15,"dv.net :: constant dv.net rate (period 15)","dv.net|rate|Rate|||0|15",0.289062396226829,0.0499708106839821,-0.558,11.7254476299254,-0.0475888015205397,-0.0475888015205397,-0.130484253015681,0.0062095892183191,0.0475797013004514,-0.00957838607220604
2,16,"dv.net :: constant dv.net rate (period 16)","dv.net|rate|Rate|||0|16",0.515753312955655,0.0658764006184033,0.538,16.2639193022798,0.0330793574415107,0.0330793574415107,0.200249336056179,0.00662411936482753,-0.0315157583223178,-0.0659567493642599
2,17,"dv.net :: constant dv.net rate (period 17)","dv.net|rate|Rate|||0|17",0.341666746683199,0.051514571904503,-0.182,13.6424701939566,-0.0133406925148075,-0.0133406925148075,0.0129777380271867,-0.000173132012558422,0.0146162678418775,0.0332396438822678
2,18,"dv.net :: constant dv.net rate (period 18)","dv.net|rate|Rate|||0|18",0.396672772230339,0.0542425930189312,-0.59,14.7890031650079,-0.0398945076566074,-0.0398945076566074,-0.0592556785441915,0.00236397612137872,0.0388373959177865,0.010669120387456
2,19,"dv.net :: degree (density)","dv.net|eval|density|||0|NA",-5.53736981891612,0.229618921002196,-0.453,27.2593261446768,-0.016618165746128,-0.016618165746128,0.249136620760513,-0.00414019365722843,-0.0316948581527371,-0.0269582666435601
2,20,"dv.net :: transitive triads","dv.net|eval|transTriads|||0|NA",0.157753031994693,0.0519840954497971,-5.78500000000021,91.1720742449251,-0.0634514465960197,-0.0634514465960197,-0.0988695428246924,0.00627341551651385,0.0395847049449784,-0.025721160757936
2,21,"dv.net :: degree act+pop","dv.net|eval|degPlus|||1|NA",0.0570057322290126,0.00511963490668706,-127.296,2832.94172605213,-0.0449342105520097,-0.0449342105520097,-0.255172569323576,0.0114659779570828,0.0279374275463684,-0.0469670147154573
2,22,"dv.net :: nets.lndistance_d","dv.net|eval|X|nets.lndistance_d||0|NA",-0.855214634282926,0.0688802313096358,2.7246064881454,67.4959582488154,0.0403669576495452,0.0403669576495452,0.024289018948595,0.000980473799246933,-0.0159313454771305,-0.0644137952413844
2,23,"dv.net :: nets.ATOP_d","dv.net|eval|X|nets.ATOP_d||0|NA",1.09755896089059,0.13273889014802,-1.44204492509525,33.6923419266151,-0.0428003766623332,-0.0428003766623332,-0.134716342834812,0.00576591021590197,0.00721888946831933,-0.0436829644417921
2,24,"dv.net :: nets.absidealdiff_d","dv.net|eval|X|nets.absidealdiff_d||0|NA",-0.605747967753295,0.0741939483708458,-0.326794932762599,48.317172433092,-0.00676353595018694,-0.00676353595018694,-0.0269754175743684,0.000182449206535545,-0.00268197668504326,-0.013166323422136
2,25,"dv.net :: nets.lntrade_d","dv.net|eval|X|nets.lntrade_d||0|NA",0.0708048563947636,0.0286827683654899,-12.347426087616,204.359462277312,-0.0604201339640481,-0.0604201339640481,-0.257196789677475,0.0155398644874362,0.0413842788302662,-0.0327361317489105
2,26,"dv.net :: nets.NATO_d","dv.net|eval|X|nets.NATO_d||0|NA",-3.37570892895249,0.352307511105135,0.027599247832627,11.1037952528657,0.00248556887119331,0.00248556887119331,0.0826231079399829,0.000205365425136867,-0.0367410441585964,0.027082354299998
2,27,"dv.net :: milex.beh alter","dv.net|eval|altX|milex.beh||0|NA",-0.058548160082756,0.0592929764925012,-1.52014438814215,55.5996074837232,-0.0273409194226267,-0.0273409194226267,-0.0222734706316932,0.000608977165803365,0.0136356663703638,0.0222063212325162
2,28,"dv.net :: beh.democracy_1 alter","dv.net|eval|altX|beh.democracy_1||0|NA",1.46432232529268,0.240191704844955,0.715030877194192,19.326304544064,0.0369978065679302,0.0369978065679302,0.282490764673049,0.0104515386686002,-0.0512861032172251,-0.0198391466362456
2,29,"dv.net :: beh.lncinc_1 alter","dv.net|eval|altX|beh.lncinc_1||0|NA",0.799070842320744,0.0663321579256997,-4.10635730904052,89.766541641183,-0.0457448536388375,-0.0457448536388375,0.0392192771601847,-0.00179408009351365,0.00582669229163338,-0.071123977391
2,30,"milex.beh :: rate milex.beh (period 1)","milex.beh|rate|Rate|||0|1",0.939794053626107,0.162570195155422,0.51,5.64745905640703,0.0903060995938352,0.0903060995938352,0.286479393713906,0.0258708366603095,-0.0789708721100973,-0.0486669458441759
2,31,"milex.beh :: rate milex.beh (period 2)","milex.beh|rate|Rate|||0|2",1.30098536194738,0.222745714045329,0.032,6.08062085234312,0.00526262050817871,0.00526262050817871,-0.0804468264121815,-0.000423361118494639,0.00658266197686455,-0.027333299589717
2,32,"milex.beh :: rate milex.beh (period 3)","milex.beh|rate|Rate|||0|3",1.35078847325472,0.260716130356549,-0.052,6.46011060501514,-0.00804939778579506,-0.00804939778579506,-0.0630114901021918,0.00050720454890823,0.0119375311495228,0.00110926068354853
2,33,"milex.beh :: rate milex.beh (period 4)","milex.beh|rate|Rate|||0|4",1.18913040697915,0.191556284457656,0.506,6.25580523187056,0.0808848711309223,0.0808848711309223,0.245462912524438,0.0198542360469601,-0.0760258006153794,-0.0044844787772131
2,34,"milex.beh :: rate milex.beh (period 5)","milex.beh|rate|Rate|||0|5",0.693802106867187,0.130177766618255,-0.131,5.47209126228563,-0.0239396592127162,-0.0239396592127162,-0.126848312657964,0.00303670537673973,0.032536660885688,0.00640419876964932
2,35,"milex.beh :: rate milex.beh (period 6)","milex.beh|rate|Rate|||0|6",0.568705697410301,0.112671185239218,-0.113,5.41734054482258,-0.0208589434363685,-0.0208589434363685,-0.0795557327997131,0.00165944853050806,0.0234502447686034,0.0129569744221721
2,36,"milex.beh :: rate milex.beh (period 7)","milex.beh|rate|Rate|||0|7",0.474661838005462,0.0909877526168788,-0.074,5.00075309643773,-0.0147977711702491,-0.0147977711702491,-0.0150676574927125,0.000222967747648849,0.0158121745218968,-0.00728730289387314
2,37,"milex.beh :: rate milex.beh (period 8)","milex.beh|rate|Rate|||0|8",0.51967941355621,0.105644263964759,-0.235,5.18967317927706,-0.0452822349080441,-0.0452822349080441,-0.136826950831886,0.00619583012932087,0.0494121434065552,-0.0608013072544001
2,38,"milex.beh :: rate milex.beh (period 9)","milex.beh|rate|Rate|||0|9",0.373951969201574,0.0891984208954875,-0.007,4.66032935205975,-0.00150203976397208,-0.00150203976397208,-0.0236712360480662,3.55551378065648e-05,0.00732161466857472,0.0312290760765398
2,39,"milex.beh :: rate milex.beh (period 10)","milex.beh|rate|Rate|||0|10",1.71080782695062,0.310458453471899,-0.647,6.91304427739192,-0.0935911841496397,-0.0935911841496397,-0.282583735420429,0.0264473464194264,0.105473294440676,0.00961373273883398
2,40,"milex.beh :: rate milex.beh (period 11)","milex.beh|rate|Rate|||0|11",0.587224606069939,0.116197771003759,-0.209,5.0074338131815,-0.0417379455819928,-0.0417379455819928,-0.142199186331472,0.00593510190090662,0.046555608735923,0.00333492791647767
2,41,"milex.beh :: rate milex.beh (period 12)","milex.beh|rate|Rate|||0|12",1.3211652365556,0.227812867400839,-0.269,6.09358439432579,-0.044144789436327,-0.044144789436327,-0.255632402177459,0.0112848385672264,0.0520087118446416,0.0120196762470898
2,42,"milex.beh :: rate milex.beh (period 13)","milex.beh|rate|Rate|||0|13",0.32361232144535,0.0895740710742033,-0.045,3.88716928948111,-0.0115765475205241,-0.0115765475205241,-0.138207428401607,0.00159996486258063,0.0125245604758008,0.00968513719224193
2,43,"milex.beh :: rate milex.beh (period 14)","milex.beh|rate|Rate|||0|14",0.302127854533718,0.081969958735743,0.098,3.98274506568752,0.0246061443511155,0.0246061443511155,0.0993683128549001,0.00244507105003448,-0.0210614549386746,-0.0570644044119032
2,44,"milex.beh :: rate milex.beh (period 15)","milex.beh|rate|Rate|||0|15",1.08799032011017,0.222519173950791,0.191,6.23180185454852,0.0306492414967577,0.0306492414967577,0.0851217284097573,0.00260891641065207,-0.0189222807280313,-0.0140141076502369
2,45,"milex.beh :: rate milex.beh (period 16)","milex.beh|rate|Rate|||0|16",0.410166825970354,0.121150789810121,0.166,4.12837588980067,0.0402095168732358,0.0402095168732358,0.0882142957688653,0.0035470542141788,-0.0328678157187419,-0.0372546660303578
2,46,"milex.beh :: rate milex.beh (period 17)","milex.beh|rate|Rate|||0|17",0.356845250366482,0.0839242692945909,0.022,4.02613036621093,0.00546430393427738,0.00546430393427738,0.0188633127835638,0.000103074874256732,-0.00492159524741896,0.0458456264388363
2,47,"milex.beh :: rate milex.beh (period 18)","milex.beh|rate|Rate|||0|18",0.40410487100563,0.101747445748475,0.108,4.21118392736177,0.0256459945380871,0.0256459945380871,0.0972526523704448,0.00249414099150691,-0.0257413452864014,-0.0456093075929256
2,48,"milex.beh :: milex.beh linear shape","milex.beh|eval|linear|||0|NA",-1.17357860529813,0.0790736797917733,0.186999999999925,24.2481752922772,0.00771192049487874,0.00771192049487874,-0.0603876960649083,-0.000465705110921474,0.0182674717472516,0.061735823360758
2,49,"milex.beh :: milex.beh quadratic shape","milex.beh|eval|quad|||0|NA",-0.0279721221854425,0.024704562428747,-5.93778029975407,95.6410367461119,-0.0620840227350992,-0.0620840227350992,-0.330629782521577,0.0205268269349705,0.0648651306728009,0.0017988789008693
2,50,"milex.beh :: milex.beh degree","milex.beh|eval|outdeg|dv.net||0|NA",0.0893635804583545,0.0234982583463035,13.0139999999999,187.775625387028,0.0693061198607458,0.0693061198607458,0.0443670397436463,0.00307490737433962,0.00441576957838705,0.0299285482259313
2,51,"milex.beh :: milex.beh dense triads","milex.beh|eval|behDenseTriads|dv.net||6|NA",-0.0207584072479048,0.00749809098451226,45.497,513.854585000003,0.0885406130997151,0.0885406130997151,0.333543435542451,0.0295321402783139,-0.0453980931764175,0.00830411463868121
2,52,"milex.beh :: milex.beh: effect from beh.democracy_1","milex.beh|eval|effFrom|beh.democracy_1||0|NA",-0.447265972985055,0.14010368500309,-0.0389301754385215,12.6041717757971,-0.00308867382411246,-0.00308867382411246,-0.0745934867167287,0.000230394949871241,0.0378717002872838,-0.0103590744670464
2,53,"milex.beh :: milex.beh: effect from beh.GDPgrowth_1","milex.beh|eval|effFrom|beh.GDPgrowth_1||0|NA",-2.24129567266997,0.857541843859379,0.0128641688347476,2.18158745813556,0.00589670094901523,0.00589670094901523,0.0138700137084234,8.17873229973142e-05,0.0177694451632617,0.0385600831973113
2,54,"milex.beh :: milex.beh: effect from beh.nato_1","milex.beh|eval|effFrom|beh.nato_1||0|NA",0.875177111422282,0.165137008747576,0.453560000000017,9.75029301817849,0.0465175763594384,0.0465175763594384,0.243111453867124,0.011308955619118,-0.0566296821392275,-0.0228681583973708
2,55,"milex.beh :: milex.beh: effect from beh.allies_1","milex.beh|eval|effFrom|beh.allies_1||0|NA",-0.0110624856761897,0.00353587536407432,6.53748000000007,485.249702588999,0.0134724039296058,0.0134724039296058,-0.166021102606626,-0.00223670335515499,0.0345051175107524,0.0316506498177345
2,56,"milex.beh :: milex.beh: effect from beh.military_1","milex.beh|eval|effFrom|beh.military_1||0|NA",0.261448685096221,0.195487994830868,0.0758456140351014,6.83581451122374,0.0110953294461941,0.0110953294461941,0.0460359929622103,0.000510784508298395,-0.00829677377093044,0.0185009527488921
2,57,"milex.beh :: milex.beh: effect from beh.lnmids_1","milex.beh|eval|effFrom|beh.lnmids_1||0|NA",0.135642757886224,0.0884620599121264,-0.267412365081526,15.3332631571639,-0.0174400166709842,-0.0174400166709842,-0.0556397348496127,0.000970357903346388,0.0116379517492358,0.00699003833809479
2,58,"milex.beh :: milex.beh: effect from beh.milexSpLag_1","milex.beh|eval|effFrom|beh.milexSpLag_1||0|NA",7.22563038503812,2.81895935172341,-0.0066269585234986,0.507121257652005,-0.0130677987236854,-0.0130677987236854,0.147923441727924,-0.00193303376301532,-0.0229915123208744,-0.0261044490538932
