name,effectName,shortName,interaction1,interaction2,type,period,parm,effectNumber,estimate_1,se_1,t_ratio_1,estimate_2,se_2,t_ratio_2,estimate_3,se_3,t_ratio_3,change_1_2,change_1_2_in_previous_se,change_1_2_in_latest_se,change_2_3,change_2_3_in_previous_se,change_2_3_in_latest_se,change_1_3,change_1_3_in_previous_se,change_1_3_in_latest_se,update_sign_reversal
dv.net,constant dv.net rate (period 11),Rate,,,rate,11,0,11,0.32467440605490955,0.05578538242756908,0.05370902306335246,0.32166329090845497,0.05260428651061367,-0.005518666078299342,0.3228020814621039,0.05514978775385593,-0.005338987049095925,-0.0030111151464545793,-0.053976776987487124,-0.05724087039650359,0.0011387905536489051,0.021648246353823994,0.020649046896273573,-0.0018723245928056742,-0.033562996457659366,-0.03394980595686456,True
dv.net,constant dv.net rate (period 12),Rate,,,rate,12,0,12,0.4481614191733761,0.06537505152566347,0.01777341013521356,0.44571689018488664,0.0643680336857018,0.03008293050703633,0.44639410121677076,0.0623373679622315,-0.008248972290879888,-0.0024445289884894583,-0.03739238335483131,-0.03797737554677651,0.0006772110318841174,0.01052092153678057,0.010863644937566516,-0.001767317956605341,-0.027033522962678917,-0.028350859434362233,True
dv.net,constant dv.net rate (period 13),Rate,,,rate,13,0,13,0.35467838008974256,0.05566048309886375,0.023077824962180134,0.35313996542988213,0.05493936104297213,-0.0723048771930411,0.3538811765279471,0.05763831224666648,-0.013960039414502344,-0.001538414659860432,-0.02763926172052641,-0.02800204863425922,0.0007412110980649644,0.013491440089468978,0.0128596946921851,-0.0007972035617954676,-0.014322613053492195,-0.013831139926231513,True
dv.net,constant dv.net rate (period 14),Rate,,,rate,14,0,14,0.32544923632851125,0.050454343483324934,-0.015587073253435306,0.32292501392028083,0.0544131227554035,-0.013867529593855078,0.32360174372267525,0.05361773598241413,-0.034572029082144164,-0.0025242224082304143,-0.0500298335873633,-0.04638995669440321,0.0006767298023944157,0.012436885959227786,0.012621379660946029,-0.0018474926058359986,-0.03661711714565449,-0.034456744060248096,True
dv.net,constant dv.net rate (period 15),Rate,,,rate,15,0,15,0.29116852572306545,0.05009036877792309,-0.029880181480222236,0.2890623962268293,0.04997081068398209,-0.04758880152053968,0.28985774430120614,0.04709415579868214,-0.01602907445292769,-0.0021061294962361754,-0.04204659593491422,-0.04214719488053623,0.000795348074376867,0.015916253178414257,0.016888466538753068,-0.0013107814218593083,-0.026168332432741526,-0.027833207743708798,True
dv.net,constant dv.net rate (period 16),Rate,,,rate,16,0,16,0.5147961047163843,0.06829346882704584,0.02349164792660674,0.5157533129556545,0.06587640061840333,0.03307935744151068,0.5159422368530107,0.06505342291986782,0.04475501970937034,0.0009572082392702574,0.014016102208754407,0.01453036641778589,0.00018892389735614135,0.0028678539747565273,0.0029041346154660606,0.0011461321366263988,0.016782456013897818,0.017618321760535082,False
dv.net,constant dv.net rate (period 17),Rate,,,rate,17,0,17,0.3430446932663075,0.05126320676331797,-0.01004169447723612,0.34166674668319896,0.051514571904503016,-0.013340692514807453,0.3421491460818473,0.05221052230460819,0.07587932310910743,-0.0013779465831085247,-0.02687983585323678,-0.026748675805031295,0.0004823993986483588,0.009364328981372958,0.009239505321052523,-0.0008955471844601659,-0.017469589614143802,-0.01715261876208282,True
dv.net,constant dv.net rate (period 18),Rate,,,rate,18,0,18,0.4015391509279248,0.05448018824622379,0.029676431224114865,0.3966727722303392,0.05424259301893124,-0.039894507656607396,0.3962698005341864,0.0535827238751994,-0.012872334233290024,-0.004866378697585605,-0.08932382310413384,-0.08971508231339877,-0.0004029716961527763,-0.007429064020079846,-0.0075205526522195065,-0.005269350393738381,-0.09672048800425388,-0.0983404726868931,False
dv.net,degree (density),density,,,eval,NA,0,31,-5.521949983179328,0.2195847930816837,0.006471807963291771,-5.537369818916123,0.22961892100219616,-0.016618165746128,-5.537395692724511,0.22748510251242612,0.020116292281433187,-0.015419835736794951,-0.07022269402352878,-0.0671540292476484,-2.5873808387366637e-05,-0.00011268151716085788,-0.00011373847386755055,-0.015445709545182318,-0.0703405246256586,-0.06789767494484002,False
dv.net,transitive triads,transTriads,,,eval,NA,0,34,0.15431207853078874,0.049112383078763755,-0.016792269451246965,0.1577530319946934,0.051984095449797145,-0.06345144659601969,0.15839745095270064,0.0508690524568597,0.02340810587470102,0.0034409534639046613,0.07006284867884029,0.06619242739787037,0.0006444189580072368,0.012396463811312725,0.012668192680682354,0.004085372421911898,0.08318416183063243,0.08031154945094687,False
dv.net,degree act+pop,degPlus,,,eval,NA,1,64,0.057115009138699054,0.004854470096041276,-0.00840493638372579,0.05700573222901258,0.005119634906687059,-0.044934210552009676,0.057236223009883125,0.0050065517096715305,0.024062141242749455,-0.00010927690968647041,-0.022510574279895876,-0.021344668453552686,0.0002304907808705417,0.0450209409599665,0.04603783087374998,0.00012121387118407129,0.0249695371041463,0.024211049483402594,True
dv.net,nets.lndistance_d,X,nets.lndistance_d,,eval,NA,0,102,-0.8500531920000863,0.06979341840634566,0.01102766322679428,-0.8552146342829262,0.0688802313096358,0.040366957649545156,-0.8576149250858432,0.07170253152005585,-0.04710684628671867,-0.005161442282839879,-0.07395313771263276,-0.07493357941319563,-0.0024002908029170378,-0.03484731042970897,-0.03347567724642546,-0.0075617330857569165,-0.10834450093462393,-0.10545977841300946,False
dv.net,nets.ATOP_d,X,nets.ATOP_d,,eval,NA,0,131,1.0891835133603642,0.1329632059915997,-0.031995018210741376,1.0975589608905938,0.13273889014801998,-0.04280037666233319,1.0931303683454128,0.13357646512296653,0.03751679552016999,0.008375447530229563,0.06299071587337254,0.06309716407067982,-0.00442859254518102,-0.033363187986901216,-0.03315398817526867,0.003946854985048542,0.02968381331973821,0.029547532803890154,True
dv.net,nets.absidealdiff_d,X,nets.absidealdiff_d,,eval,NA,0,160,-0.6014238871156552,0.07106409068520061,0.05627879460573061,-0.6057479677532952,0.07419394837084578,-0.00676353595018694,-0.6065382604886647,0.07147937926718503,-0.048100789727443534,-0.004324080637640004,-0.060847617917110866,-0.05828077265853039,-0.0007902927353694578,-0.010651714226331701,-0.011056233888313404,-0.005114373373009462,-0.07196846288605999,-0.0715503327734882,False
dv.net,nets.lntrade_d,X,nets.lntrade_d,,eval,NA,0,189,0.07237110321791196,0.028735612394499475,-0.010114368378716019,0.0708048563947636,0.02868276836548987,-0.06042013396404813,0.07087754784121958,0.029025748469808668,-0.008868496461734732,-0.0015662468231483623,-0.05450542698189271,-0.05460584568373871,7.269144645598302e-05,0.00253432463455804,0.0025043780191092583,-0.0014935553766923793,-0.05197576290311715,-0.05145622267918125,True
dv.net,nets.NATO_d,X,nets.NATO_d,,eval,NA,0,218,-3.3426164405939542,0.3505661261597029,-0.004362712941492236,-3.3757089289524895,0.352307511105135,0.0024855688711933133,-3.3897351416678756,0.3504904502555743,-0.042083429667949236,-0.03309248835853529,-0.09439727882738953,-0.09393069212384714,-0.014026212715386066,-0.03981241464704506,-0.040018815648638316,-0.047118701073921354,-0.1344074557062484,-0.1344364761994595,False
dv.net,milex.beh alter,altX,milex.beh,,eval,NA,0,247,-0.059795383834915,0.0582039837611595,-0.036915942593206366,-0.05854816008275598,0.059292976492501176,-0.027340919422626654,-0.0559390540022195,0.05720676470501735,-0.022942116137642615,0.0012472237521590213,0.021428494607465595,0.021034932397376922,0.00260910608053648,0.04400362799911817,0.04560834883759205,0.0038563298326955014,0.0662554276099035,0.06741038149212587,False
dv.net,beh.democracy_1 alter,altX,beh.democracy_1,,eval,NA,0,376,1.4388545244915067,0.2331766646836006,-0.009362059701093208,1.4643223252926776,0.24019170484495456,0.03699780656793023,1.4515840611661313,0.23456265384871594,0.015302456548888578,0.025467800801170837,0.10922105278299744,0.10603114215626423,-0.012738264126546328,-0.053033738757834986,-0.05430644613512101,0.012729536674624509,0.054591812143369174,0.05426923879721526,True
dv.net,beh.lncinc_1 alter,altX,beh.lncinc_1,,eval,NA,0,1150,0.793420635587604,0.06373506744388246,0.0005239501439396096,0.7990708423207439,0.06633215792569971,-0.04574485363883746,0.799071401745604,0.06606283127507707,0.010203661938449257,0.005650206733139873,0.08865145923183927,0.08518050535109696,5.594248601026308e-07,8.433690047130027e-06,8.468072731749237e-06,0.005650766157999976,0.08866023657973485,0.08553623950010433,False
milex.beh,rate milex.beh (period 1),Rate,,,rate,1,0,1441,0.9355367277838531,0.1919336163901108,0.01263767449364402,0.9397940536261069,0.1625701951554224,0.0903060995938352,0.9339627613771004,0.17297463200739902,0.015597942434724704,0.004257325842253801,0.022181241214153224,0.026187615990641205,-0.00583129224900647,-0.035869380875329364,-0.033711834974489416,-0.0015739664067526693,-0.008200577034684407,-0.009099406013971707,True
milex.beh,rate milex.beh (period 2),Rate,,,rate,2,0,1442,1.3179990596770468,0.27375085611705824,0.057956408728470105,1.300985361947383,0.2227457140453287,0.00526262050817871,1.2964572315301648,0.2453669347312419,-0.013864301695283415,-0.017013697729663768,-0.062150299622765616,-0.07638170638920345,-0.0045281304172182235,-0.020328698294489966,-0.01845452575824052,-0.02154182814688199,-0.07869136357210338,-0.08779434022142156,False
milex.beh,rate milex.beh (period 3),Rate,,,rate,3,0,1443,1.3557836170386037,0.2686070308267391,-0.03255423604729709,1.350788473254715,0.2607161303565486,-0.008049397785795056,1.350425247260172,0.2324612682041616,-0.07346326042346592,-0.004995143783888656,-0.018596474442661548,-0.019159320050728842,-0.00036322599454297055,-0.0013931857382442432,-0.0015625226402187714,-0.005358369778431626,-0.01994873239892206,-0.023050591695669406,False
milex.beh,rate milex.beh (period 4),Rate,,,rate,4,0,1444,1.1811439356534603,0.20512564796432262,0.009884660448792536,1.1891304069791477,0.19155628445765627,0.08088487113092231,1.1915306023764387,0.2406820865938768,-0.04892108947504593,0.007986471325687416,0.03893453307738728,0.041692557089938936,0.0024001953972909718,0.01252997469692276,0.009972472115637855,0.010386666722978388,0.050635631507108925,0.0431551299474343,False
milex.beh,rate milex.beh (period 5),Rate,,,rate,5,0,1445,0.7012481362939744,0.1535359948448347,0.040465209407514205,0.6938021068671874,0.1301777666182548,-0.023939659212716183,0.6969388480477422,0.12575134716072814,-0.005934557683132271,-0.007446029426787071,-0.048496962776136736,-0.05719893358304793,0.0031367411805548473,0.024095828819627196,0.024943996636041164,-0.0043092882462322235,-0.02806695752736836,-0.03426832669016531,True
milex.beh,rate milex.beh (period 6),Rate,,,rate,6,0,1446,0.5700674631114595,0.11411670474683369,0.008626442783580338,0.5687056974103007,0.11267118523921767,-0.020858943436368526,0.5621270751819533,0.11489210924967395,-0.021567646278997363,-0.001361765701158757,-0.011933096948249733,-0.012086193096021188,-0.006578622228347486,-0.058387796439525276,-0.057259130076995735,-0.007940387929506243,-0.06958129352860198,-0.06911169079724051,False
milex.beh,rate milex.beh (period 7),Rate,,,rate,7,0,1447,0.47372590317800956,0.10690357806842046,0.03743743313758207,0.47466183800546236,0.09098775261687882,-0.014797771170249071,0.47628554815555524,0.09318593088289776,0.05572623916118644,0.0009359348274528001,0.008754943888349395,0.01028638251341069,0.001623710150092883,0.017845370430565777,0.01742441304936172,0.002559644977545683,0.02394349210563802,0.027468148392081473,False
milex.beh,rate milex.beh (period 8),Rate,,,rate,8,0,1448,0.5234352841769468,0.10614223431869434,0.00517992434923499,0.5196794135562103,0.1056442639647586,-0.04528223490804409,0.5214741538400244,0.10265335221282487,0.03966312519421409,-0.0037558706207365677,-0.03538526058778342,-0.03555205441148676,0.0017947402838141002,0.016988525609045842,0.017483503900517304,-0.0019611303369224675,-0.018476437296713874,-0.01910439644344567,True
milex.beh,rate milex.beh (period 9),Rate,,,rate,9,0,1449,0.37360502668707896,0.08073055314555225,-0.01379893218771697,0.37395196920157436,0.08919842089548755,-0.001502039763972083,0.3722498412167183,0.08757806504708494,-0.014332645028728776,0.00034694251449540747,0.004297536694315612,0.003889558929545567,-0.0017021279848560833,-0.01908249011325482,-0.019435551401380716,-0.0013551854703606758,-0.016786525269031162,-0.015474028452582072,True
milex.beh,rate milex.beh (period 10),Rate,,,rate,10,0,1450,1.721587884748418,0.30773400728049755,0.06122979027763609,1.7108078269506182,0.31045845347189865,-0.09359118414963968,1.7115278372356442,0.39510931393078685,0.008730967877503718,-0.010780057797799891,-0.03503044038930003,-0.034723028724922944,0.000720010285025996,0.002319184022770274,0.001822306535532907,-0.010060047512773895,-0.032690724049891005,-0.025461428415064297,True
milex.beh,rate milex.beh (period 11),Rate,,,rate,11,0,1451,0.585426370228222,0.11504951085104574,-0.008266881488572934,0.5872246060699385,0.11619777100375876,-0.041737945581992786,0.5829261800396226,0.11068390947392129,-0.02179355085391134,0.0017982358417165667,0.01563010419092296,0.015475648338025326,-0.004298426030315938,-0.03699232776312803,-0.03883514822295565,-0.0025001901885993716,-0.0217314282355912,-0.02258856052774728,True
milex.beh,rate milex.beh (period 12),Rate,,,rate,12,0,1452,1.3153696983576724,0.23000166495351246,-0.03553191367509651,1.3211652365556006,0.22781286740083873,-0.04414478943632699,1.3128685474660216,0.24448838984732002,-0.030563281537886212,0.005795538197928218,0.02519780975976675,0.02543990716613438,-0.008296689089579035,-0.03641887828478511,-0.033934900118407316,-0.0025011508916508163,-0.010874490374477701,-0.010230141779790664,True
milex.beh,rate milex.beh (period 13),Rate,,,rate,13,0,1453,0.32376044170309437,0.0742310345720859,0.00339641842586296,0.3236123214453503,0.0895740710742033,-0.011576547520524104,0.32121150283882416,0.08159257181713517,-0.012354556859452932,-0.00014812025774407767,-0.0019953953032978114,-0.0016536064060477347,-0.002400818606526134,-0.026802606800547135,-0.02942447520721415,-0.0025489388642702115,-0.03433791377102433,-0.03123983969990405,False
milex.beh,rate milex.beh (period 14),Rate,,,rate,14,0,1454,0.2968033098427337,0.07703828904448967,0.003927952356043399,0.3021278545337176,0.08196995873574299,0.024606144351115498,0.2947503294477335,0.08350145835987853,0.026903687213754374,0.005324544690983923,0.06911556262508627,0.064957269383889,-0.007377525085984105,-0.0900027912636625,-0.08835205074129482,-0.0020529803950001813,-0.02664883164545079,-0.02458616215003275,True
milex.beh,rate milex.beh (period 15),Rate,,,rate,15,0,1455,1.091202735789638,0.21312983184278425,0.03282421774058856,1.0879903201101737,0.22251917395079068,0.030649241496757695,1.0850819919270336,0.20800088703854291,-0.025532987658796455,-0.0032124156794641756,-0.015072576427657589,-0.014436579205415304,-0.0029083281831401298,-0.013070011592723673,-0.013982287405347515,-0.006120743862604305,-0.028718381700405447,-0.029426527692981045,False
milex.beh,rate milex.beh (period 16),Rate,,,rate,16,0,1456,0.4123842079648632,0.10259353578870681,0.025635096892536634,0.4101668259703538,0.12115078981012084,0.04020951687323581,0.4074787397793119,0.10308616082152641,-0.04064354311709997,-0.002217381994509382,-0.021613272000646506,-0.018302662310205952,-0.002688086191041883,-0.02218793781910056,-0.02607611118330209,-0.004905468185551265,-0.047814593266910725,-0.04758609833228853,False
milex.beh,rate milex.beh (period 17),Rate,,,rate,17,0,1457,0.35564732679327843,0.09307992708237207,0.07675780151311681,0.35684525036648235,0.08392426929459092,0.005464303934277382,0.3523566878705642,0.08437762185939755,-0.025040890678071595,0.0011979235732039184,0.012869837899032765,0.01427386360671152,-0.004488562495918169,-0.05348348616730186,-0.05319612471891747,-0.0032906389227142507,-0.03535283090415579,-0.038998953160798946,True
milex.beh,rate milex.beh (period 18),Rate,,,rate,18,0,1458,0.40261496480972314,0.09535733135555528,-0.040537926320437186,0.4041048710056297,0.10174744574847473,0.02564599453808709,0.40673637863825685,0.10076934224032107,0.0045191601375624375,0.001489906195906554,0.015624453565622521,0.014643180326999893,0.0026315076326271503,0.02586313212355602,0.026114168993495713,0.004121413828533704,0.04322073373851397,0.0408994812996268,False
milex.beh,milex.beh linear shape,linear,,,eval,NA,0,1488,-1.1744599570513945,0.07510939172664156,-0.004320458651638474,-1.1735786052981259,0.07907367979177331,0.007711920494878737,-1.1716601012900836,0.0768237641204507,-0.043371081871256205,0.0008813517532686443,0.01173424165750534,0.011145955969034576,0.0019185040080422766,0.02426223255442672,0.02497279364018517,0.002799855761310921,0.03727703948796329,0.03644517804309971,False
milex.beh,milex.beh quadratic shape,quad,,,eval,NA,0,1491,-0.02733092348776689,0.025041388023377877,0.036488635380735,-0.027972122185442524,0.024704562428747013,-0.06208402273509918,-0.027762192832477616,0.02276891651923684,-0.025601268684328667,-0.0006411986976756351,-0.025605557370742847,-0.025954667261360434,0.00020992935296490836,0.008497594465410482,0.009219997481546597,-0.0004312693447107267,-0.01722226197318243,-0.018941144799154538,True
milex.beh,milex.beh degree,outdeg,dv.net,,eval,NA,0,1534,0.08979165420062966,0.023038427600991444,-0.0714375730528826,0.08936358045835449,0.023498258346303487,0.06930611986074585,0.08873782237549595,0.022226801720714544,-0.02428944842732615,-0.0004280737422751729,-0.01858085758668491,-0.018217254060555226,-0.0006257580828585435,-0.02662997715134839,-0.028153311966397778,-0.0010538318251337164,-0.04574235027603904,-0.047412661451493705,False
milex.beh,milex.beh dense triads,behDenseTriads,dv.net,,eval,NA,6,1561,-0.021043308679539456,0.007372367525034919,-0.10067563357718022,-0.020758407247904825,0.007498090984512263,0.08854061309971514,-0.020653164885987087,0.0069625402477716735,-0.016256074714214412,0.0002849014316346314,0.03864449658365099,0.03799652901293298,0.00010524236191773728,0.014035887552594576,0.015115512179828271,0.0003901437935523687,0.05291974284075329,0.056034691315031505,False
milex.beh,milex.beh: effect from beh.democracy_1,effFrom,beh.democracy_1,,eval,NA,0,1656,-0.4495149347960349,0.13293861592610867,0.013247484928537443,-0.44726597298505527,0.14010368500308967,-0.0030886738241124637,-0.4487919416133955,0.13729018440461369,-0.03487034497653992,0.0022489618109796106,0.01691729521412839,0.01605212461706496,-0.0015259686283402019,-0.010891709438667156,-0.011114914259587237,0.0007229931826394087,0.00543854904463027,0.005266168049630155,True
milex.beh,milex.beh: effect from beh.GDPgrowth_1,effFrom,beh.GDPgrowth_1,,eval,NA,0,1715,-2.247211522175853,0.878982298504498,-0.039723171863864724,-2.241295672669968,0.8575418438593789,0.005896700949015225,-2.2396411684080277,0.8510299881835013,-0.025916172711923542,0.0059158495058846405,0.006730339753087038,0.006898613225985893,0.0016545042619404704,0.0019293568865331994,0.0019441198135355506,0.007570353767825111,0.00861263506751538,0.008895519397599385,False
milex.beh,milex.beh: effect from beh.nato_1,effFrom,beh.nato_1,,eval,NA,0,1774,0.8789173575670489,0.1647701881970161,-0.023226136449853108,0.8751771114222825,0.16513700874757564,0.04651757635943837,0.8752066023950256,0.17085846809228175,-0.01377171740616815,-0.0037402461447664237,-0.022699774672188894,-0.022649351427236227,2.9490972743073662e-05,0.00017858487910576626,0.00017260468897067132,-0.00371075517202335,-0.022520792217499874,-0.02171829827023351,True
milex.beh,milex.beh: effect from beh.allies_1,effFrom,beh.allies_1,,eval,NA,0,1833,-0.011110974502092308,0.0033945722428309288,-0.05961566200804459,-0.011062485676189731,0.0035358753640743167,0.013472403929605784,-0.010892108252889918,0.0034182356940349132,0.02194125588696483,4.848882590257654e-05,0.014284222704342544,0.013713386618555428,0.00017037742329981294,0.04818535885933788,0.0498436733304069,0.00021886624920238948,0.06447535463845788,0.06402901051683711,False
milex.beh,milex.beh: effect from beh.military_1,effFrom,beh.military_1,,eval,NA,0,1892,0.2556146917972129,0.186171747381255,0.016696035499036675,0.2614486850962206,0.1954879948308676,0.011095329446194058,0.2574936970471824,0.2030030762569879,0.00494213648194177,0.005833993299007689,0.03133661998165837,0.029843230547508284,-0.0039549880490382106,-0.020231360255446834,-0.019482404513079733,0.0018790052499694787,0.010092859289339567,0.009256043231535997,True
milex.beh,milex.beh: effect from beh.lnmids_1,effFrom,beh.lnmids_1,,eval,NA,0,1951,0.13406311219850164,0.0898654805653904,0.0081798713330421,0.13564275788622415,0.08846205991212636,-0.017440016670984233,0.13711461332200747,0.09156514890252312,0.011571323459927448,0.0015796456877225085,0.017577891730886402,0.017856759036491428,0.0014718554357833202,0.016638267718899893,0.016074406621128343,0.0030515011235058287,0.03395632120706695,0.03332601060644093,False
milex.beh,milex.beh: effect from beh.milexSpLag_1,effFrom,beh.milexSpLag_1,,eval,NA,0,2069,7.207852438462602,2.8332519282428423,0.018715883690364647,7.225630385038121,2.8189593517234104,-0.013067798723685397,7.130777332941632,2.840398437099341,-0.02183994364486705,0.01777794657551901,0.006274749660735159,0.006306563648975716,-0.09485305209648942,-0.0336482510961003,-0.033394276963958205,-0.07707510552097041,-0.027203760016064546,-0.027135314720029457,True
