"name","type","shortName","interaction1","interaction2","parm","period","group","groupName","rateType","basicRate","effect1","effect2","effect3","timeDummy","setting","index","theta_before","theta_after","observed_target","mean_deviation","t_ratio"
"dv.net","eval","X","nets.absidealdiff_d","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",24,-0.606538260488665,-0.606538260488665,-2858.5692063889,0.208931000285229,0.00445331813968338
"dv.net","eval","X","nets.lntrade_d","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",25,0.0708775478412196,0.0708775478412196,37643.5932560096,0.510771580585269,0.00251495634631795
"dv.net","eval","X","nets.NATO_d","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",26,-3.38973514166788,-3.38973514166788,1247.48711778913,-0.251122031209165,-0.0233032048129079
"dv.net","eval","altX","milex.beh","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",27,-0.0559390540022195,-0.0559390540022195,-136.511879459585,0.539929617154628,0.00996185309289643
"dv.net","eval","altX","beh.democracy_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",28,1.45158406116613,1.45158406116613,2911.87859649123,-0.299987953215164,-0.0152906141106522
"dv.net","eval","altX","beh.lncinc_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",29,0.799071401745604,0.799071401745604,13015.0208220591,1.04191122444174,0.0117761418004517
"milex.beh","rate","Rate","","",0,"1",1,"Group1",NA,TRUE,0,0,0,",","",30,0.9339627613771,0.9339627613771,41,-0.098,-0.017384070739205
"milex.beh","rate","Rate","","",0,"2",1,"Group1",NA,TRUE,0,0,0,",","",31,1.29645723153016,1.29645723153016,50,-0.0406666666666667,-0.00675140750544692
"milex.beh","rate","Rate","","",0,"3",1,"Group1",NA,TRUE,0,0,0,",","",32,1.35042524726017,1.35042524726017,57,0.027,0.00423620521600616
"milex.beh","rate","Rate","","",0,"4",1,"Group1",NA,TRUE,0,0,0,",","",33,1.19153060237644,1.19153060237644,52,0.00833333333333333,0.00131982462860162
"milex.beh","rate","Rate","","",0,"5",1,"Group1",NA,TRUE,0,0,0,",","",34,0.696938848047742,0.696938848047742,37,0.276666666666667,0.0496344099056876
"milex.beh","rate","Rate","","",0,"6",1,"Group1",NA,TRUE,0,0,0,",","",35,0.562127075181953,0.562127075181953,32,-0.221333333333333,-0.0430912486309177
"milex.beh","rate","Rate","","",0,"7",1,"Group1",NA,TRUE,0,0,0,",","",36,0.476285548155555,0.476285548155555,28,0.015,0.00305253921047869
"milex.beh","rate","Rate","","",0,"8",1,"Group1",NA,TRUE,0,0,0,",","",37,0.521474153840024,0.521474153840024,31,0.0273333333333333,0.0053166493750736
"milex.beh","rate","Rate","","",0,"9",1,"Group1",NA,TRUE,0,0,0,",","",38,0.372249841216718,0.372249841216718,24,0.0316666666666667,0.00684697987537938
"milex.beh","rate","Rate","","",0,"10",1,"Group1",NA,TRUE,0,0,0,",","",39,1.71152783723564,1.71152783723564,71,-0.202333333333333,-0.029371249430088
"milex.beh","rate","Rate","","",0,"11",1,"Group1",NA,TRUE,0,0,0,",","",40,0.582926180039623,0.582926180039623,34,-0.130666666666667,-0.0243396207895776
"milex.beh","rate","Rate","","",0,"12",1,"Group1",NA,TRUE,0,0,0,",","",41,1.31286854746602,1.31286854746602,55,-0.122,-0.019631851281886
"milex.beh","rate","Rate","","",0,"13",1,"Group1",NA,TRUE,0,0,0,",","",42,0.321211502838824,0.321211502838824,18,-0.204333333333333,-0.0509150351896538
"milex.beh","rate","Rate","","",0,"14",1,"Group1",NA,TRUE,0,0,0,",","",43,0.294750329447733,0.294750329447733,17,-0.156666666666667,-0.04069278296411
"milex.beh","rate","Rate","","",0,"15",1,"Group1",NA,TRUE,0,0,0,",","",44,1.08508199192703,1.08508199192703,48,0.125666666666667,0.0211282577728427
"milex.beh","rate","Rate","","",0,"16",1,"Group1",NA,TRUE,0,0,0,",","",45,0.407478739779312,0.407478739779312,20,0.084,0.0200828386018826
"milex.beh","rate","Rate","","",0,"17",1,"Group1",NA,TRUE,0,0,0,",","",46,0.352356687870564,0.352356687870564,18,-0.07,-0.0171918957951621
"milex.beh","rate","Rate","","",0,"18",1,"Group1",NA,TRUE,0,0,0,",","",47,0.406736378638257,0.406736378638257,21,0.035,0.0083005297568373
"milex.beh","eval","linear","","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",48,-1.17166010129008,-1.17166010129008,-69.2728255225141,0.00866666666658939,0.000350839241295769
"milex.beh","eval","quad","","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",49,-0.0277621928324776,-0.0277621928324776,5872.236164167,-4.31288464847375,-0.0455877494582621
"milex.beh","eval","outdeg","dv.net","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",50,0.0887378223754959,0.0887378223754959,-140.280057350614,-1.11233333333345,-0.0059378309252416
"milex.beh","eval","behDenseTriads","dv.net","",6,NA,1,"Group1",NA,FALSE,0,0,0,",","",51,-0.0206531648859871,-0.0206531648859871,-2487.55083251299,-4.04000000000003,-0.0080159204658392
"milex.beh","eval","effFrom","beh.democracy_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",52,-0.448791941613395,-0.448791941613395,-379.259555131964,0.51970198830417,0.0426887647082078
"milex.beh","eval","effFrom","beh.GDPgrowth_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",53,-2.23964116840803,-2.23964116840803,-0.679365265477401,-0.101074877753823,-0.0454349845901374
"milex.beh","eval","effFrom","beh.nato_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",54,0.875206602395026,0.875206602395026,58.7026301930386,0.197960000000016,0.0209896529062555
"milex.beh","eval","effFrom","beh.allies_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",55,-0.0108921082528899,-0.0108921082528899,-4906.78509831848,11.4270133333334,0.0234757218147113
"milex.beh","eval","effFrom","beh.military_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",56,0.257493697047182,0.257493697047182,125.889154291228,-0.138516959064313,-0.0205969416617839
"milex.beh","eval","effFrom","beh.lnmids_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",57,0.137114613322007,0.137114613322007,583.76635941156,-0.240699647807165,-0.0151656934240397
"milex.beh","eval","effFrom","beh.milexSpLag_1","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",58,7.13077733294163,7.13077733294163,23.9631592275396,0.00275248266393507,0.00547097923606388
